province_code,province,region,lat,lon,date,year_month,commodity,price,price_source,price_14d_change,national_median_price,national_median_gap,price_zscore_past6,production_ton_year,population,rice_consumption_kg_capita_year,need_ton_year,surplus_proxy_ton,anomaly_score,deficit_score,surplus_score,monitoring_priority_proxy,priority_label,price_gap_score,change_score,balance_deficit_score,balance_surplus_score,future_priority,future_label,_rf_prediction,_rf_prediction_norm,model_priority_score,isolation_anomaly_score,rank,top_reasons,cluster_id,pca_x,pca_y,cluster_label
21,Kepulauan Riau,Sumatra,0.92,104.45,2025-05-01,2025-05,Beras Medium,14057.0,Bapanas monthly consumer price,0.0262831276921953,13908.0,0.0107132585562266,2.7315271242632724,0.0,2230000.0,81.23,181142.9,-181142.9,0.0966920052425063,0.1469170788316764,0.2384027456455216,0.0829301321458621,1,0.012853692201518248,0.05734292067676514,0.2088014981273408,0.0,0.0512312333957583,0,0.07699761185990553,0.19743091162703247,0.1149903504005898,0.1867487495656771,11,kenaikan harga bulanan positif; proxy neraca beras defisit,0,1.3195580109959308,-0.7917116271151636,Transisi/moderat
92,Papua Barat Daya,Maluku-Papua,-0.87,131.25,2025-05-01,2025-05,Beras Medium,15383.0,Bapanas monthly consumer price,0.0051620491374804,13908.0,0.1060540696002301,-1.072612393329725,10000.0,650000.0,81.23,52799.5,-42799.5,0.0340296022146891,0.0649577215536571,0.2275106008551356,0.0620578971842578,0,0.12724292615596966,0.011262243127479874,0.049334529363839946,0.0,0.0526515644484072,0,0.09024574924415248,0.23712335278297061,0.11107622475189739,0.20932235623393533,12,harga di atas median nasional; proxy neraca beras defisit,3,0.39337967478639685,-0.1363309607502708,Transisi/moderat
65,Kalimantan Utara,Kalimantan,3.31,117.59,2025-05-01,2025-05,Beras Medium,15299.0,Bapanas monthly consumer price,0.0088361358391031,13908.0,0.100014380212827,1.495299779233927,50000.0,750000.0,81.23,60922.5,-10922.5,0.0486919572109348,0.0427089548164283,0.2271313218772502,0.0588404412452497,0,0.11999654934437526,0.01927814080746831,0.01259024981545443,0.0,0.0619319289922506,0,0.0860409690167304,0.22452550699454624,0.10523225965505274,0.16443036075184903,13,harga di atas median nasional; proxy neraca beras defisit,0,0.5884657912428629,-0.06195035120091434,Transisi/moderat
71,Sulawesi Utara,Sulawesi,1.47,124.84,2025-05-01,2025-05,Beras Medium,14175.0,Bapanas monthly consumer price,0.0239832406270317,13908.0,0.0191975841242451,2.783501470065858,250000.0,2690000.0,81.23,218508.7,31491.29999999999,0.0963937224785983,0.0197566774194088,0.2471231881329887,0.0462487489640925,0,0.023033126293995933,0.052325167725606414,0.0,0.013623372433264015,0.0835937835976305,0,0.0661288836850648,0.16486736393671883,0.07946196115642787,0.18699054685030855,14,kenaikan harga bulanan positif,0,0.9916380727304653,-0.16064486038540515,Transisi/moderat
61,Kalimantan Barat,Kalimantan,-0.02,109.34,2025-05-01,2025-05,Beras Medium,14485.0,Bapanas monthly consumer price,-0.0040566556655665,13908.0,0.0414869140063272,-3.2129151377068466,460000.0,5740000.0,81.23,466260.2,-6260.200000000012,0.0901253833041583,0.029441181171351,0.2335211055619237,0.0438076270235456,0,0.04977570738440293,0.0,0.007216066092442935,0.0,0.0308945888372714,0,0.05702346386952294,0.13758682405808959,0.07006580219321792,0.34363448465097923,15,proxy neraca beras defisit,0,0.4349651443423474,-0.5828430065196017,Transisi/moderat
13,Sumatera Barat,Sumatra,-0.95,100.35,2025-05-01,2025-05,Beras Medium,15180.0,Bapanas monthly consumer price,-0.0092030546308987,13908.0,0.0914581535806728,-0.8963198640022224,770000.0,5840000.0,81.23,474383.2,295616.8,0.0251426408243036,0.0290094913617407,0.326940641267158,0.042421219829919,0,0.10973084886128341,0.0,0.0,0.12788604357170782,0.040990587906952,0,0.057761554567433766,0.1397982007025835,0.06968677447426506,0.1652696526176866,16,harga di atas median nasional,3,-0.3868990779719173,0.105203577334361,Transisi/moderat
62,Kalimantan Tengah,Kalimantan,-2.21,113.92,2025-05-01,2025-05,Beras Medium,14530.0,Bapanas monthly consumer price,0.0003442340791739,13908.0,0.044722461892436,0.4969161904092354,200000.0,2820000.0,81.23,229068.6,-29068.60000000001,0.0142018408129416,0.0352459273032908,0.2405311616743994,0.0276888679072539,0,0.05365769496204278,0.0007510288626025963,0.03350706667754806,0.0,0.0235202605637218,0,0.0584744486236206,0.1419340862655805,0.059677529047585345,0.09461614714167303,17,proxy neraca beras defisit,3,-0.4847681256394382,-0.16008087307820168,Transisi/moderat
36,Banten,Jawa,-6.12,106.15,2025-05-01,2025-05,Beras Medium,12773.0,Bapanas monthly consumer price,-0.001407239465249,13908.0,-0.0816077077940753,-0.4226950832988151,900000.0,12430000.0,81.23,1009688.9,-109688.90000000002,0.0118570067276282,0.0801696340807018,0.2488142993272371,0.0270151419061176,0,0.0,0.0,0.12643723076057675,0.0,0.0339901083003756,0,0.03774459527064578,0.07982584715850617,0.0418021393767864,0.08312033945348292,18,proxy neraca beras defisit,3,-1.0064712305538557,-0.6505640795841334,Transisi/moderat
15,Jambi,Sumatra,-1.61,103.61,2025-05-01,2025-05,Beras Medium,13182.0,Bapanas monthly consumer price,0.0012152514051344,13908.0,-0.0522001725625539,0.8511360600905102,200000.0,3780000.0,81.23,307049.4,-107049.40000000002,0.0248031677555001,0.0802251935820565,0.2475196832244499,0.0307986222531055,0,0.0,0.0026513611980678526,0.12339470712698627,0.0,0.0386820388768456,0,0.03367601934654467,0.06763607996543071,0.04111311041255656,0.0,19,proxy neraca beras defisit,3,-0.6720304197477607,-0.6283400562672866,Transisi/moderat
19,Kepulauan Bangka Belitung,Sumatra,-2.13,106.11,2025-05-01,2025-05,Beras Medium,13622.0,Bapanas monthly consumer price,-0.0016124303723248,13908.0,-0.0205637043428242,0.3652119623212528,40000.0,1530000.0,81.23,124281.9,-84281.9,0.0102445494763235,0.0617702103748577,0.2489755450523676,0.0210922004815382,0,0.0,0.0,0.0971508515377568,0.0,0.0295998405280281,0,0.039896045177455174,0.08627175697580042,0.03934247629993162,0.028217832688710996,20,proxy neraca beras defisit,3,-0.8878235296042446,-0.46576516021184355,Transisi/moderat
12,Sumatera Utara,Sumatra,3.59,98.67,2025-05-01,2025-05,Beras Medium,14022.0,Bapanas monthly consumer price,0.0040816326530612,13908.0,0.0081967213114753,1.5102011346302848,2080000.0,15590000.0,81.23,1266375.7,813624.3,0.0454793751681495,0.0090838110371271,0.5079618854275184,0.0183345905384236,0,0.00983436853002057,0.008905056513714846,0.0,0.3519799709651153,0.0430521158226076,0,0.03880345525167843,0.0829982733094828,0.03644042171432017,0.03520392907111474,21,skor prioritas moderat berdasarkan kombinasi fitur,3,-0.635225864033242,0.5783300082944784,Transisi/moderat
11,Aceh,Sumatra,5.55,95.32,2025-05-01,2025-05,Beras Medium,13482.0,Bapanas monthly consumer price,0.0110994450277486,13908.0,-0.0306298533218292,1.965834068714668,860000.0,5600000.0,81.23,454888.0,405112.0,0.0636191823857371,0.0095428773578605,0.3750789476478248,0.0236108768806981,0,0.0,0.02421609038452842,0.0,0.1752544878485313,0.0625867698544279,0,0.03080344055779316,0.059029612412196134,0.03352812282951755,0.06131901140438921,22,skor prioritas moderat berdasarkan kombinasi fitur,3,-0.1856663244195907,0.11616062321538172,Transisi/moderat
73,Sulawesi Selatan,Sulawesi,-5.15,119.43,2025-05-01,2025-05,Beras Medium,12919.0,Bapanas monthly consumer price,0.0074865476097636,13908.0,-0.0711101524302559,0.8360057863133966,3080000.0,9460000.0,81.23,768435.8,2311564.2,0.0291675646032799,0.0043751346904919,0.997083243539672,0.0118711699062881,0,0.0,0.016333691741602707,0.0,1.0,0.0465246234216503,0,0.04003918382074425,0.08670061138839492,0.03282341352127801,0.026730192111425025,23,skor prioritas moderat berdasarkan kombinasi fitur,2,-1.7406818655967915,2.1087938764261835,Surplus relatif stabil
76,Sulawesi Barat,Sulawesi,-2.68,118.89,2025-05-01,2025-05,Beras Medium,13468.0,Bapanas monthly consumer price,0.0041004995153954,13908.0,-0.0316364682197296,1.5978696754963413,200000.0,1500000.0,81.23,121845.0,78155.0,0.0479529695987965,0.0071929454398194,0.2705625321672542,0.0159353698476788,0,0.0,0.008946219080168866,0.0,0.03381043883617855,0.0886025919046225,1,0.03169836336631624,0.06171087015327657,0.028752509933246177,0.03718253918749825,24,skor prioritas moderat berdasarkan kombinasi fitur,3,-0.43164211116036655,-0.2368950349254088,Transisi/moderat
63,Kalimantan Selatan,Kalimantan,-3.32,114.59,2025-05-01,2025-05,Beras Medium,13136.0,Bapanas monthly consumer price,0.0045885591924135,13908.0,-0.0555076215127984,1.4218852477587345,610000.0,4240000.0,81.23,344415.2,265584.8,0.043389122415969,0.0065083683623953,0.3318315692012287,0.0148019986800343,0,0.0,0.010011037836617213,0.0,0.11489397525710078,0.0072313257912079,0,0.022938501210922863,0.03546564767011275,0.02058782039725627,0.033081804812189204,25,skor prioritas moderat berdasarkan kombinasi fitur,3,-0.6439117027238185,-0.051098821699504554,Transisi/moderat
51,Bali,Bali-Nusa,-8.65,115.22,2025-05-01,2025-05,Beras Medium,13972.0,Bapanas monthly consumer price,-0.001429388221841,13908.0,0.0046016681046878,-0.9804120032286614,480000.0,4430000.0,81.23,359848.9,120151.09999999998,0.0275015068247479,0.0053950672935534,0.2854053918363151,0.0098741591440804,0,0.0055210489993096894,0.0,0.0,0.05197826649158175,0.0179013467942539,0,0.021617165482515514,0.03150682394071734,0.015931305287138743,0.033961707555440875,26,skor prioritas moderat berdasarkan kombinasi fitur,3,-0.7396024599468484,-0.1116149830682987,Transisi/moderat
72,Sulawesi Tengah,Sulawesi,-0.9,119.87,2025-05-01,2025-05,Beras Medium,13790.0,Bapanas monthly consumer price,0.0035659704533876,13908.0,-0.0084843255680183,1.5304193203798484,550000.0,3110000.0,81.23,252625.3,297374.7,0.045652750783888,0.0068479126175832,0.3419196181380747,0.015023564733516,0,0.0,0.00778001626134526,0.0,0.12864652428861806,0.0437904806617783,0,0.01310930931675953,0.0060166308344771205,0.012501623241785114,0.040012621842825474,27,skor prioritas moderat berdasarkan kombinasi fitur,3,-0.5023240404895418,0.023003223520734254,Transisi/moderat
16,Sumatera Selatan,Sumatra,-2.99,104.76,2025-05-01,2025-05,Beras Medium,12377.0,Bapanas monthly consumer price,0.0117714379138396,13908.0,-0.110080529191832,0.38198799200308,1600000.0,8890000.0,81.23,722134.7,877865.3,0.0197039045457277,0.0029555856818591,0.5328579413737191,0.0109490925146406,0,0.0,0.02568220336825483,0.0,0.3797711091043891,0.0870906363158396,1,0.016432434866404975,0.015972971224631826,0.012355778553438144,0.17417823826943413,28,skor prioritas moderat berdasarkan kombinasi fitur,3,-1.2585233962743911,0.7286124929627129,Transisi/moderat
